1.671695,4.366409,1.883269,1.992517,1.190091,7.736659,1.247568
1.682972,4.395671,1.895692,2.005718,1.197805,7.787613,1.255771
1.679473,4.386268,1.891642,2.001551,1.195371,7.771022,1.253033
1.681741,4.392718,1.894415,2.004407,1.197014,7.782744,1.254945
1.692137,4.419951,1.906266,2.017271,1.204658,7.832258,1.263019
1.692812,4.421912,1.906890,2.017739,1.205057,7.834560,1.263259
1.702581,4.446971,1.917476,2.028876,1.211539,7.877836,1.270159
1.702047,4.445812,1.917199,2.028693,1.211519,7.877750,1.270163
1.695727,4.430196,1.910380,2.021666,1.207343,7.850417,1.265875
1.693579,4.424830,1.908078,2.019146,1.205875,7.841668,1.264308
1.690950,4.418539,1.905267,2.016232,1.204353,7.832540,1.263028
1.699066,4.440084,1.914671,2.026143,1.210128,7.870234,1.269151
1.696428,4.433177,1.911764,2.023109,1.208356,7.858557,1.267247
1.701922,4.447307,1.917677,2.029213,1.211950,7.882005,1.270820
1.704282,4.453456,1.920242,2.031726,1.213378,7.891244,1.272152
1.708531,4.464232,1.924917,2.036809,1.216415,7.910829,1.275235
1.710750,4.470402,1.927502,2.039487,1.218070,7.921650,1.277161
1.713496,4.476797,1.930128,2.042169,1.219731,7.931175,1.278433
1.717428,4.486904,1.934638,2.046965,1.222372,7.950125,1.281592
1.719659,4.493016,1.937051,2.049448,1.223819,7.959529,1.283121
1.719887,4.492974,1.936924,2.049376,1.223926,7.958995,1.282702
1.722325,4.499532,1.939890,2.052305,1.225711,7.970275,1.284704
1.720133,4.494303,1.937626,2.049975,1.224310,7.961735,1.283261
1.720527,4.494934,1.937896,2.050383,1.224488,7.962801,1.283557
1.723179,4.502030,1.940881,2.053531,1.226406,7.975601,1.285661
1.726191,4.510273,1.944525,2.057373,1.228735,7.990651,1.287957
1.726007,4.509609,1.944110,2.057037,1.228500,7.989282,1.287893
1.722895,4.502094,1.940969,2.053557,1.226495,7.976473,1.285646
1.722376,4.500887,1.940461,2.053124,1.226202,7.974861,1.285567
1.723469,4.503439,1.941426,2.054188,1.226958,7.978687,1.286151
1.722328,4.500319,1.940162,2.053016,1.225954,7.973323,1.285173
1.719922,4.493909,1.937238,2.049766,1.224108,7.960932,1.283180
1.722217,4.499969,1.939900,2.052552,1.225895,7.972450,1.285071
1.722675,4.501347,1.940527,2.053158,1.226144,7.974534,1.285328
1.725856,4.509338,1.943945,2.056717,1.228223,7.988000,1.287475
1.720948,4.496646,1.938314,2.050956,1.224788,7.965329,1.283743
1.724129,4.505434,1.942219,2.055055,1.227227,7.981909,1.286618
1.717479,4.487977,1.934635,2.046971,1.222527,7.951213,1.281600
1.718632,4.491379,1.936157,2.048745,1.223544,7.958226,1.282770
1.719110,4.492908,1.936881,2.049421,1.224021,7.961337,1.283369
1.714821,4.480827,1.931710,2.043888,1.220759,7.938923,1.279740
1.722718,4.501718,1.940660,2.053431,1.226392,7.975880,1.285628
1.724446,4.506506,1.942681,2.055582,1.227696,7.984665,1.287061
1.714000,4.479390,1.931036,2.043252,1.220423,7.937669,1.279488
1.716321,4.485331,1.933627,2.045884,1.222088,7.948595,1.281362
1.716267,4.484917,1.933386,2.045689,1.221781,7.946847,1.280970
1.715213,4.482317,1.932336,2.044456,1.221088,7.941678,1.280175
1.719606,4.494089,1.937282,2.049586,1.224062,7.961646,1.283328
1.691806,4.420932,1.905721,2.016452,1.204237,7.832003,1.262557
1.701647,4.446645,1.916596,2.027837,1.211115,7.876483,1.269371
1.723713,4.505079,1.941986,2.054881,1.227326,7.983098,1.286826
1.714593,4.481748,1.932016,2.044441,1.221078,7.942445,1.280388
1.717832,4.490041,1.935574,2.048147,1.223407,7.956932,1.282660
1.717738,4.489766,1.935562,2.047994,1.223089,7.955751,1.282463
1.712398,4.475498,1.929212,2.041405,1.219108,7.929903,1.278118
1.715010,4.482809,1.932356,2.044722,1.221150,7.943819,1.280515
1.720510,4.497291,1.938859,2.051403,1.225271,7.970053,1.284814
1.715665,4.484642,1.933070,2.045544,1.221766,7.947359,1.281022
1.715879,4.485404,1.933533,2.046144,1.222042,7.949278,1.281453
1.714464,4.481504,1.931780,2.044152,1.221046,7.942453,1.280286
1.718027,4.490169,1.935662,2.048375,1.223331,7.958200,1.282927
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
